CorpName,StockCode,DartCode,CurrnetAsset,TotalLiab,MarketValue,NetAsset,NetAsset/MarketValue
인텍플러스,064290,00479787,49548937640.0,34391059219.0,306020884200,15157878421.0,0.04953216987339193
제이준코스메틱,025620,00136776,18477278647.0,32859197293.0,66757075788,-14381918646.0,-0.2154366181597373
제로투세븐,159580,00563837,50532701583.0,33998286116.0,212345941600,16534415467.0,0.07786546492207601
KPX홀딩스,092230,00587466,687349206768.0,431922439780.0,273334596200,255426766988.0,0.9344838543639871
마이더스AI,222810,01091382,24020289634.0,22342922686.0,55100333640,1677366948.0,0.030442047029318135
리메드,302550,01275665,46219828151.0,49167083617.0,170597786400,-2947255466.0,-0.017276047527894536
코메론,049430,00152783,90673906144.0,16880443014.0,97718400000,73793463130.0,0.7551644637038675
우리산업홀딩스,072470,00359623,258457145395.0,232278358804.0,115212780100,26178786591.0,0.22722120383066774
에이블씨엔씨,078520,00400857,143181757028.0,105725311559.0,169499787930,37456445469.0,0.22098225565018853
티에스이,131290,00372226,150329330238.0,80896405305.0,779830744500,69432924933.0,0.08903589070153671
한국유니온제약,080720,00532855,41606789211.0,30017865881.0,75243490560,11588923330.0,0.1540189489316536
SNT중공업,003570,00134477,473654629919.0,256750260632.0,294286368450,216904369287.0,0.7370520436588031
